Codigo	Nome	Nome_iupac	Familia	Especie	Smile	HBA	HBD	Atividade_biologica	Localizacao	Localizacao_arquivo	massa_molecular	Formula_molecular	Logp	Referencia	Data	Datamod	Hora	Tipo
VE0ZRA0AF	3,4’,7,8-tetra-O-metilgossipetina	5-hydroxy-2-(3-hydroxy-4-methoxyphenyl)-3,7,8- trimethoxy-4H-chromen-4-one 	SOLANACEAE	Solanum jabrense Agra & M.Nee	COC1=C(O)C=C(C=C1)C1=C(OC)C(=O)C2=C(O1)C(OC)=C(OC)C=C2O	8	2	spasmolytic, antispasmodic and cytotoxic	É uma espécie rara, apresentando distribuição restrita aos brejos de altitude do Nordeste do Brasil, sendo encontrada em elevações acima de 1.000 m, nos Estados do Ceará, Paraíba, Pernambuco e Bahia.	Molecules\VE0ZRA0AF.mol	374345	C19H18O8	2.59	LUCCHESE, Angelica Maria; VALE, Ademir Evangelista do (Et al.). Plantas da caatinga: perfil botanico, fitoquimica e atividade biologica.Recife: Associação das Plantas do Nordeste, IMSEAR, 2006. 297p (Instituto do Milenio do Semi-arido; v.6), pag. 472.	2013-47-18	2014-27-30	15:24:58	Natural
VE0ASA0AF	3,3’,4’,7,8-penta-O-metilgossipetina	5-hydroxy-3,7,8-trimethoxy-2-(4-methoxy-3- methylphenyl)-4H-chromen-4-one 	SOLANACEAE	Solanum jabrense Agra & M.Nee	COC1=C(C)C=C(C=C1)C1=C(OC)C(=O)C2=C(O1)C(OC)=C(OC)C=C2O	7	1	spasmolytic, antispasmodic and cytotoxic	É uma espécie rara, apresentando distribuição restrita aos brejos de altitude do Nordeste do Brasil, sendo encontrada em elevações acima de 1.000 m, nos Estados do Ceará, Paraíba, Pernambuco e Bahia.	Molecules\VE0ASA0AF.mol	372373	C20H20O7	3684	LUCCHESE, Angelica Maria; VALE, Ademir Evangelista do (Et al.). Plantas da caatinga: perfil botanico, fitoquimica e atividade biologica.Recife: Associação das Plantas do Nordeste, IMSEAR, 2006. 297p (Instituto do Milenio do Semi-arido; v.6), pag. 472.	2013-47-19	2014-27-30	15:25:33	Natural
VE0BSA0AF	7,4’-di-O-metilquercetina	3,5-dihydroxy-2-(4-hydroxy-3-methoxyphenyl)-7- methoxy-4H-chromen-4-one 	SOLANACEAE	Solanum jabrense Agra & M.Nee	COC1=CC2=C(C(O)=C1)C(=O)C(O)=C(O2)C1=CC(OC)=C(O)C=C1	7	3	spasmolytic, antispasmodic and cytotoxic	É uma espécie rara, apresentando distribuição restrita aos brejos de altitude do Nordeste do Brasil, sendo encontrada em elevações acima de 1.000 m, nos Estados do Ceará, Paraíba, Pernambuco e Bahia.	Molecules\VE0BSA0AF.mol	330292	C17H14O7	2526	LUCCHESE, Angelica Maria; VALE, Ademir Evangelista do (Et al.). Plantas da caatinga: perfil botanico, fitoquimica e atividade biologica.Recife: Associação das Plantas do Nordeste, IMSEAR, 2006. 297p (Instituto do Milenio do Semi-arido; v.6), pag. 473.	2013-47-19	2014-27-30	15:27:37	Natural
VE0CSA0AF	3,3’,4’,7-tetra-O-metilquercetina	2-(3,4-dimethoxyphenyl)-5-hydroxy-3,7-dimethoxy-4H- chromen-4-one 	SOLANACEAE	Solanum jabrense Agra & M.Nee	COC1=CC2=C(C(O)=C1)C(=O)C(OC)=C(O2)C1=CC(OC)=C(OC)C=C1	7	1	spasmolytic, antispasmodic and cytotoxic	É uma espécie rara, apresentando distribuição restrita aos brejos de altitude do Nordeste do Brasil, sendo encontrada em elevações acima de 1.000 m, nos Estados do Ceará, Paraíba, Pernambuco e Bahia.	Molecules\VE0CSA0AF.mol	358346	C19H18O7	3.11	LUCCHESE, Angelica Maria; VALE, Ademir Evangelista do (Et al.). Plantas da caatinga: perfil botanico, fitoquimica e atividade biologica.Recife: Associação das Plantas do Nordeste, IMSEAR, 2006. 297p (Instituto do Milenio do Semi-arido; v.6), pag. 473. 	2013-47-19	2014-27-30	15:27:56	Natural
VE0DSA0AF	Solavetivona,	(2R,5S,10R)-6,10-dimethyl-2-(prop-1-en-2- yl)spiro[4.5]dec-6-en-8-one 	SOLANACEAE	Solanum jabrense Agra & M.Nee	C[C@@H]1CC(=O)C=C(C)[C@]11CC[C@H](C1)C(C)=C	1	0	spasmolytic, antispasmodic and cytotoxic	É uma espécie rara, apresentando distribuição restrita aos brejos de altitude do Nordeste do Brasil, sendo encontrada em elevações acima de 1.000 m, nos Estados do Ceará, Paraíba, Pernambuco e Bahia.	Molecules\VE0DSA0AF.mol	218.34	C15H22O	3733	LUCCHESE, Angelica Maria; VALE, Ademir Evangelista do (Et al.). Plantas da caatinga: perfil botanico, fitoquimica e atividade biologica.Recife: Associação das Plantas do Nordeste, IMSEAR, 2006. 297p (Instituto do Milenio do Semi-arido; v.6), pag. 473.	2013-47-19	2014-27-30	15:29:2	Natural
VE0ESA0AF	Paniculogenina	(1*R,2S,2*R,3R,4*S,5R,7*R,8*R,9*S,12*S,13*R,16*S,18*S,19*S)- 5,7*,9*,13*-tetramethyl-5*-oxaspiro[oxane-2,6*- pentacyclo[10.8.0.0^{2,9}.0^{4,8}.0^{13,18}]icosane]- 3,16*,19*-triol	SOLANACEAE	Solanum paniculatum L.	C[C@@H]1[C@H]2[C@H](C[C@@H]3[C@@H]4C[C@H](O)[C@H]5C[C@@H](O)CC[C@]5(C)[C@H]4CC[C@]23C)O[C@@]11OC[C@H](C)C[C@H]1O	5	3	O extrato aquoso das raízes, caule e flores apresentaram inibição da secreção de ácido gástrico. O extrato aquoso da raiz apresenta atividade estimulante para musculatura uterina.		Molecules\VE0ESA0AF.mol	448644	C27H44O5	4285	LUCCHESE, Angelica Maria; VALE, Ademir Evangelista do (Et al.). Plantas da caatinga: perfil botanico, fitoquimica e atividade biologica.Recife: Associação das Plantas do Nordeste, IMSEAR, 2006. 297p (Instituto do Milenio do Semi-arido; v.6), pag. 474.	2013-47-19	2013-47-19	9:36:27	Natural
VE0FSA0AF	6-metoxi-7-8-metilenodioxi-cumarina	4-methoxy-2H,8H-[1,3]dioxolo[4,5-h]chromen-8-one	STERCULIACEAE	Melochia tomentosa L.	COC1=C2OCOC2=C2OC(=O)C=CC2=C1	5	0	Spasmolytic. 	Distribui-se desde a América do Norte até a América do Sul. No Brasil é encontrada em regiões áridas de solos arenosos. As espécies possuem baixa tolerância a áreas sombreadas.	Molecules\VE0FSA0AF.mol	220.18	C11H8O5	1667	LUCCHESE, Angelica Maria; VALE, Ademir Evangelista do (Et al.). Plantas da caatinga: perfil botanico, fitoquimica e atividade biologica.Recife: Associação das Plantas do Nordeste, IMSEAR, 2006. 297p (Instituto do Milenio do Semi-arido; v.6), pag. 478.	2013-47-19	2014-27-30	15:40:47	Natural
VE0GSA0AF	Melosatina B	4-(5-phenylpentyl)-2,3-dihydro-1H-indole-2,3-dione	STERCULIACEAE	Melochia tomentosa L.	O=C1NC2=CC=CC(CCCCCC3=CC=CC=C3)=C2C1=O	3	1	Spasmolytic. 	Distribui-se desde a América do Norte até a América do Sul. No Brasil é encontrada em regiões áridas de solos arenosos. As espécies possuem baixa tolerância a áreas sombreadas.	Molecules\VE0GSA0AF.mol	293366	C19H19NO2	4306	LUCCHESE, Angelica Maria; VALE, Ademir Evangelista do (Et al.). Plantas da caatinga: perfil botanico, fitoquimica e atividade biologica.Recife: Associação das Plantas do Nordeste, IMSEAR, 2006. 297p (Instituto do Milenio do Semi-arido; v.6), pag. 478.	2013-47-19	2014-27-30	15:41:52	Natural
VE0HSA0AF	Melosatina C	4-[5-(4-methoxyphenyl)pentyl]-2,3-dihydro-1H- indole-2,3-dione 	STERCULIACEAE	Melochia tomentosa L.	COC1=CC=C(CCCCCC2=C3C(=O)C(=O)NC3=CC=C2)C=C1	4	1	Spasmolytic. .	Distribui-se desde a América do Norte até a América do Sul. No Brasil é encontrada em regiões áridas de solos arenosos. As espécies possuem baixa tolerância a áreas sombreadas.	Molecules\VE0HSA0AF.mol	323392	C20H21NO3	4363	LUCCHESE, Angelica Maria; VALE, Ademir Evangelista do (Et al.). Plantas da caatinga: perfil botanico, fitoquimica e atividade biologica.Recife: Associação das Plantas do Nordeste, IMSEAR, 2006. 297p (Instituto do Milenio do Semi-arido; v.6), pag. 478.	2013-47-19	2014-27-30	15:42:24	Natural
VE0ISA0AF	Melosatina A	6,7-dimethoxy-4-(5-phenylpentyl)-2,3-dihydro-1H- indole-2,3-dione 	STERCULIACEAE	Melochia tomentosa L.	COC1=CC(CCCCCC2=CC=CC=C2)=C2C(=O)C(=O)NC2=C1OC	5	1	Spasmolytic. 	Distribui-se desde a América do Norte até a América do Sul. No Brasil é encontrada em regiões áridas de solos arenosos. As espécies possuem baixa tolerância a áreas sombreadas.	Molecules\VE0ISA0AF.mol	353418	C21H23NO4	4102	LUCCHESE, Angelica Maria; VALE, Ademir Evangelista do (Et al.). Plantas da caatinga: perfil botanico, fitoquimica e atividade biologica.Recife: Associação das Plantas do Nordeste, IMSEAR, 2006. 297p (Instituto do Milenio do Semi-arido; v.6), pag. 478.	2013-47-19	2014-27-30	15:42:46	Natural
VE0JSA0AF	Melosatina D	5-hydroxy-6,7-dimethoxy-4-(5-phenylpentyl)-2,3- dihydro-1H-indole-2,3-dione 	STERCULIACEAE	Melochia tomentosa L.	COC1=C2NC(=O)C(=O)C2=C(CCCCCC2=CC=CC=C2)C(O)=C1OC	6	2	Spasmolytic. 	Distribui-se desde a América do Norte até a América do Sul. No Brasil é encontrada em regiões áridas de solos arenosos. As espécies possuem baixa tolerância a áreas sombreadas.	Molecules\VE0JSA0AF.mol	369417	C21H23NO5	4008	LUCCHESE, Angelica Maria; VALE, Ademir Evangelista do (Et al.). Plantas da caatinga: perfil botanico, fitoquimica e atividade biologica.Recife: Associação das Plantas do Nordeste, IMSEAR, 2006. 297p (Instituto do Milenio do Semi-arido; v.6), pag. 478.	2013-47-19	2014-27-30	15:43:13	Natural
VE0KSA0AF	Melochinona	2-methoxy-3-methyl-7-phenyl-1H,4H,9H,10H,11H- cyclohepta[f]quinolin-1-one 	STERCULIACEAE	Melochia tomentosa L.	COC1=C(C)NC2=CC=C3C(CCCC=C3C3=CC=CC=C3)=C2C1=O	3	1	Spasmolytic. 	Distribui-se desde a América do Norte até a América do Sul. No Brasil é encontrada em regiões áridas de solos arenosos. As espécies possuem baixa tolerância a áreas sombreadas.	Molecules\VE0KSA0AF.mol	331415	C22H21NO2	4717	LUCCHESE, Angelica Maria; VALE, Ademir Evangelista do (Et al.). Plantas da caatinga: perfil botanico, fitoquimica e atividade biologica.Recife: Associação das Plantas do Nordeste, IMSEAR, 2006. 297p (Instituto do Milenio do Semi-arido; v.6), pag. 478.	2013-47-19	2014-27-30	15:43:46	Natural
VE0LSA0SF	6α-Hidroxi-15-oxo-alodevadarool	1-[(2S,4aS,4bR,8aR,9S,10aR)-9-hydroxy-2,4a,8a- trimethyl-8-methylidene-tetradecahydrophenanthren-2- yl]-2-hydroxyethan-1-one 	TRIGONIACEAE	Trigonia nivea Cambess. var. fasciculata (Griseb.) LIeras	C[C@@]1(CC[C@@]2(C)[C@@H](C[C@H](O)[C@]3(C)[C@@H]2CCCC3=C)C1)C(=O)CO	3	2	No information.	Citado para os estados Pará, Maranhão, Minas Gerais, Rio de Janeiro, São Paulo, Paraná e Santa Catarina, associado principalmente à mata Atlântica.	Molecules\VE0LSA0SF.mol	320473	C20H32O3	3085	LUCCHESE, Angelica Maria; VALE, Ademir Evangelista do (Et al.). Plantas da caatinga: perfil botanico, fitoquimica e atividade biologica.Recife: Associação das Plantas do Nordeste, IMSEAR, 2006. 297p (Instituto do Milenio do Semi-arido; v.6), pag. 484	2013-47-19	2014-27-30	15:44:15	Natural
VE0MSA0SF	Xerofitolato de metila	methyl (2R,3R)-3-(acetyloxy)-2-[(2E)-4-hydroxy-4- methylpent-2-en-1-yl]-2-methyl-3,4-dihydro-2H-1- benzopyran-6-carboxylate 	VELLOZIACEAE	Nanuza plicata (Mart.) L.B. Smith & Ayensu	COC(=O)C1=CC=C2O[C@](C)(C\C=C\C(C)(C)O)[C@H](OC(=O)C)CC2=C1	6	1	No information.	Ocorre nos estados da Bahia, Espírito Santo e Minas Gerais, típica de inselbergs.	Molecules\VE0MSA0SF.mol	362422	C20H26O6	3594	LUCCHESE, Angelica Maria; VALE, Ademir Evangelista do (Et al.). Plantas da caatinga: perfil botanico, fitoquimica e atividade biologica.Recife: Associação das Plantas do Nordeste, IMSEAR, 2006. 297p (Instituto do Milenio do Semi-arido; v.6), pag. 492. 	2013-47-19	2014-27-30	15:44:48	Natural
VE0NSA0AF	Lantandeno A	(4R,4aS,6aS,6bR,8aS,12aR,12bR,14bS)- 2,2,6a,6b,9,9,12a-heptamethyl-4-{[(2Z)-2-methylbut-2- enoyl]oxy}-10-oxo- 1,2,3,4,4a,5,6,6a,6b,7,8,8a,9,10,11,12,12a,12b,13,14b- icosahydropicene-4a-carboxylic acid 	VERBENACEAE	Lantana camara L.	C\C=C(\C)C(=O)O[C@@H]1CC(C)(C)C[C@H]2C3=CC[C@@H]4[C@@]5(C)CCC(=O)C(C)(C)[C@H]5CC[C@@]4(C)[C@]3(C)CC[C@@]12C(=O)O	5	1	bovine dermatophilosis, bactericidal and fungicidal, nematicidal, hepatotoxicity, immunosuppressive and inhibitory of protein kinase C.	Espécie com ampla distribuição, nativa da América Tropical, mas agora como ruderal.	Molecules\VE0NSA0AF.mol	552796	C35H52O5	7561	LUCCHESE, Angelica Maria; VALE, Ademir Evangelista do (Et al.). Plantas da caatinga: perfil botanico, fitoquimica e atividade biologica.Recife: Associação das Plantas do Nordeste, IMSEAR, 2006. 297p (Instituto do Milenio do Semi-arido; v.6), pag. 494.	2013-47-19	2014-28-11	10:26:27	Natural
VE0OSA0AF	Lantandeno B	(4R,4aS,6aS,6bR,8aR,12aR,12bR,14bS)- 2,2,6a,6b,9,9,12a-heptamethyl-4-[(3-methylbut-2- enoyl)oxy]-10-oxo- 1,2,3,4,4a,5,6,6a,6b,7,8,8a,9,10,11,12,12a,12b,13,14b- icosahydropicene-4a-carboxylic acid 	VERBENACEAE	Lantana camara L.	CC(C)=CC(=O)O[C@@H]1CC(C)(C)C[C@H]2C3=CC[C@@H]4[C@@]5(C)CCC(=O)C(C)(C)[C@@H]5CC[C@@]4(C)[C@]3(C)CC[C@@]12C(O)=O	5	1	bovine dermatophilosis, bactericidal and fungicidal, nematicidal, hepatotoxicity, immunosuppressive and inhibitory of protein kinase C.	Espécie com ampla distribuição, nativa da América Tropical, mas agora como ruderal.	Molecules\VE0OSA0AF.mol	552796	C35H52O5	7795	LUCCHESE, Angelica Maria; VALE, Ademir Evangelista do (Et al.). Plantas da caatinga: perfil botanico, fitoquimica e atividade biologica.Recife: Associação das Plantas do Nordeste, IMSEAR, 2006. 297p (Instituto do Milenio do Semi-arido; v.6), pag. 494.	2013-47-19	2014-28-11	10:27:13	Natural
VE0PSA0AF	Ácido lantanólico	(1S,2S,6S,7S,8R,10R,11S,14S,15R,18S,20R)-20- hydroxy-7,8,14,15,19,19-hexamethyl-10-{[(2Z)-2- methylbut-2-enoyl]oxy}-21- oxahexacyclo[18.2.2.0^{1,18}.0^{2,15}.0^{5,14}.0^{6,11}]tetracos-4- ene-11-carboxylic acid	VERBENACEAE	Lantana camara L.	C\C=C(\C)C(=O)O[C@@H]1C[C@@H](C)[C@H](C)[C@H]2C3=CC[C@H]4[C@@](C)(CC[C@@H]5C(C)(C)[C@@]6(O)CC[C@]45CO6)[C@]3(C)CC[C@@]12C(=O)O	6	2	bovine dermatophilosis, bactericidal and fungicidal, nematicidal, hepatotoxicity, immunosuppressive and inhibitory of protein kinase C.	Espécie com ampla distribuição, nativa da América Tropical, mas agora como ruderal.	Molecules\VE0PSA0AF.mol	568795	C35H52O6	7.17	LUCCHESE, Angelica Maria; VALE, Ademir Evangelista do (Et al.). Plantas da caatinga: perfil botanico, fitoquimica e atividade biologica.Recife: Associação das Plantas do Nordeste, IMSEAR, 2006. 297p (Instituto do Milenio do Semi-arido; v.6), pag. 494.	2013-47-19	2014-28-11	10:27:26	Natural
VE0QSA0AF	Lantandeno C	(4R,4aS,6aS,6bR,8aS,12aR,12bR,14bS)- 2,2,6a,6b,9,9,12a-heptamethyl-4-{[(2R)-2- methylbutanoyl]oxy}-10-oxo- 1,2,3,4,4a,5,6,6a,6b,7,8,8a,9,10,11,12,12a,12b,13,14b- icosahydropicene-4a-carboxylic acid 	VERBENACEAE	Lantana camara L.	CC[C@@H](C)C(=O)O[C@@H]1CC(C)(C)C[C@H]2C3=CC[C@@H]4[C@@]5(C)CCC(=O)C(C)(C)[C@H]5CC[C@@]4(C)[C@]3(C)CC[C@@]12C(O)=O	5	1	bovine dermatophilosis, bactericidal and fungicidal, nematicidal, hepatotoxicity, immunosuppressive and inhibitory of protein kinase C.	Espécie com ampla distribuição, nativa da América Tropical, mas agora como ruderal.	Molecules\VE0QSA0AF.mol	554812	C35H54O5	7744	LUCCHESE, Angelica Maria; VALE, Ademir Evangelista do (Et al.). Plantas da caatinga: perfil botanico, fitoquimica e atividade biologica.Recife: Associação das Plantas do Nordeste, IMSEAR, 2006. 297p (Instituto do Milenio do Semi-arido; v.6), pag. 494.	2013-47-19	2014-28-11	10:27:38	Natural
VE0RSA0AF	Lantandeno D	(4R,4aS,6aS,6bR,8aS,12aR,12bR,14bS)- 2,2,6a,6b,9,9,12a-heptamethyl-4-[(3- methylbutanoyl)oxy]-10-oxo- 1,2,3,4,4a,5,6,6a,6b,7,8,8a,9,10,11,12,12a,12b,13,14b- icosahydropicene-4a-carboxylic acid 	VERBENACEAE	Lantana camara L.	CC(C)CC(=O)O[C@@H]1CC(C)(C)C[C@H]2C3=CC[C@@H]4[C@@]5(C)CCC(=O)C(C)(C)[C@H]5CC[C@@]4(C)[C@]3(C)CC[C@@]12C(O)=O	5	1	bovine dermatophilosis, bactericidal and fungicidal, nematicidal, hepatotoxicity, immunosuppressive and inhibitory of protein kinase C.	Espécie com ampla distribuição, nativa da América Tropical, mas agora como ruderal.	Molecules\VE0RSA0AF.mol	554812	C35H54O5	7463	LUCCHESE, Angelica Maria; VALE, Ademir Evangelista do (Et al.). Plantas da caatinga: perfil botanico, fitoquimica e atividade biologica.Recife: Associação das Plantas do Nordeste, IMSEAR, 2006. 297p (Instituto do Milenio do Semi-arido; v.6), pag. 494.	2013-47-19	2014-28-11	10:27:48	Natural
VE0SSA0AF	Gama-terpineno	1-methyl-4-(propan-2-yl)cyclohexa-1,4-diene	VERBENACEAE	Lippia gracilis  Schauer	CC(C)C1=CCC(C)=CC1	0	0	 Antibacterial and Antifungal.	Registrada no Amazonas, Bahia, Minas Gerais, Pernambuco e Piauí.	Molecules\VE0SSA0AF.mol	136238	C10H16	3361	LUCCHESE, Angelica Maria; VALE, Ademir Evangelista do (Et al.). Plantas da caatinga: perfil botanico, fitoquimica e atividade biologica.Recife: Associação das Plantas do Nordeste, IMSEAR, 2006. 297p (Instituto do Milenio do Semi-arido; v.6), pag. 497.	2013-47-19	2014-27-30	15:47:49	Natural
VE0TSA0AF	p-cimeno	 1-methyl-4-(propan-2-yl)benzene	VERBENACEAE	Lippia gracilis  Schauer	CC(C)C1=CC=C(C)C=C1	0	0	 Antibacterial and Antifungal.	Registrada no Amazonas, Bahia, Minas Gerais, Pernambuco e Piauí.	Molecules\VE0TSA0AF.mol	134222	C10H14	3898	LUCCHESE, Angelica Maria; VALE, Ademir Evangelista do (Et al.). Plantas da caatinga: perfil botanico, fitoquimica e atividade biologica.Recife: Associação das Plantas do Nordeste, IMSEAR, 2006. 297p (Instituto do Milenio do Semi-arido; v.6), pag. 497.	2013-47-19	2014-27-30	15:47:22	Natural
VE0USA0AF	Timol	5-methyl-2-(propan-2-yl)phenol	VERBENACEAE	Lippia gracilis  Schauer	CC(C)C1=C(O)C=C(C)C=C1	1	1	 Antibacterial and Antifungal.	Registrada no Amazonas, Bahia, Minas Gerais, Pernambuco e Piauí.	Molecules\VE0USA0AF.mol	150221	C10H14O	3342	LUCCHESE, Angelica Maria; VALE, Ademir Evangelista do (Et al.). Plantas da caatinga: perfil botanico, fitoquimica e atividade biologica.Recife: Associação das Plantas do Nordeste, IMSEAR, 2006. 297p (Instituto do Milenio do Semi-arido; v.6), pag. 497 .	2013-47-19	2014-27-30	15:48:21	Natural
VE0VSA0AF	α-terpineol	2-[(1R)-4-methylcyclohex-3-en-1-yl]propan-2-ol	VERBENACEAE	Lippia gracilis Schauer	CC1=CC[C@@H](CC1)C(C)(C)O	1	1	 Antibacterial and Antifungal.	Registrada no Amazonas, Bahia, Minas Gerais, Pernambuco e Piauí.	Molecules\VE0VSA0AF.mol	154253	C10H18O	2.6	LUCCHESE, Angelica Maria; VALE, Ademir Evangelista do (Et al.). Plantas da caatinga: perfil botanico, fitoquimica e atividade biologica.Recife: Associação das Plantas do Nordeste, IMSEAR, 2006. 297p (Instituto do Milenio do Semi-arido; v.6), pag. 497.	2013-47-19	2014-27-30	15:48:40	Natural
VE0WSA0SI	3-Oxo-7-Bauereno	(1R,2S,5R,6R,9R,10R,13R,14S,17R)-2,5,13,18,18- pentamethyl-6-(propan-2- yl)pentacyclo[11.8.0.0^{2,10}.0^{5,9}.0^{14,19}]henicos- 19-en-17-ol	ANACARDIACEAE	Schinus terebinthifolius Engl.	[H]O[C@]1([H])C([H])([H])C([H])([H])[C@]2([H])C(=C([H])C([H])([H])[C@@]3([H])[C@@]2(C([H])([H])[H])C([H])([H])C([H])([H])[C@]2([H])[C@@]4([H])C([H])([H])C([H])([H])[C@]([H])(C([H])(C([H])([H])[H])C([H])([H])[H])[C@@]4(C([H])([H])[H])C([H])([H])C([H])([H])[C@]32C([H])([H])[H])C1(C([H])([H])[H])C([H])([H])[H]	1	1	No information.	Distribui-se no Brasil desde Pernambuco ao Rio Grande do Sul, seguindo pelo litoral, também na parte continental para oeste, nos estados de Minas Gerais e região Sul. Ocorre também no Paraguai, Uruguai e nordeste da Argentina. Cultivada em várias partes do Velho Mundo, da América Central e do Sul dos Estados Unidos.	Molecules\VE0WSA0SI.mol	412702	C29H48O	8469	LUCCHESE, Angélica Maria; VALE, Ademir Evangelista do et al.. Plantas da caatinga: perfil botânico, fitoquimica e atividade biológica. Recife: Associação das Plantas do Nordeste, IMSEAR, 2006. 297p (Instituto do Milênio do Semi-arido; v.6), pag. 33.	2013-47-19	2014-28-11	10:28:32	Natural
VE0XSA0AF	Annoglabasina A	methyl(1R,5R,9R,10S,13S,14S,15R)-15-(acetyloxy)-14hydroxy-(hydroxymethyl) 5,9dimethyltetracyclo[11.2.1.0^{1,10}.0^{4,9}]hexadecane- 14-carboxylate 	ANNONACEAE	Annona glabra L	[H]OC([H])([H])[C@]1(C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])[C@@]2(C([H])([H])[H])[C@]3([H])C([H])([H])C([H])([H])[C@@]4([H])C([H])([H])[C@@]3(C([H])([H])C([H])([H])[C@@]12[H])[C@@]([H])(OC(=O)C([H])([H])[H])[C@]4(O[H])C(=O)OC([H])([H])[H]	6	2	Molluscicidal, Insecticide, Antifungal, Antibacterial, Anthelmintic, Cytotoxic, Antimalarial and Antitumor.	Registrada no Rio de Janeiro, Espírito Santo, Bahia e Maranhão.	Molecules\VE0YSA0AF.mol	408535	C23H36O6	3283	LUCCHESE, Angélica Maria; VALE, Ademir Evangelista do et al.. Plantas da caatinga: perfil botânico, fotoquímica e atividade biológica.Recife: Associação das Plantas do Nordeste, IMSEAR, 2006. 297p (Instituto do Milênio do Semi-arido; v.6), pag. 39.	2013-47-19	2014-27-30	15:53:6	Natural
VE0YSA0AF	Espatulenol	(1R,3S,5R,9S,12S)-4,4,12-trimethyl-8 methylidenetricyclo[7.3.0.0^{3,5}]dodecan-12-ol	ANNONACEAE	Duguetia furfuracea (A. St.- Hil.) Benth. & Hook. F.	[H]O[C@@]1(C([H])([H])[H])C([H])([H])C([H])([H])[C@]2([H])C(=C([H])[H])C([H])([H])C([H])([H])[C@]3([H])[C@]([H])(C([H])([H])[C@@]12[H])C3(C([H])([H])[H])C([H])([H])[H]	1	1	No Information.	Ocorre em serrado, frequente na Bahia, Goiás, Minas Gerais em outros estados com ocorrência deste tipo vegetacional.	Molecules\VE0YSA0AF.mol	234383	C16H26O	4.18	LUCCHESE, Angélica Maria; VALE, Ademir Evangelista do et al.. Plantas da caatinga: perfil botânico, fotoquímica e atividade biológica.Recife: Associação das Plantas do Nordeste, IMSEAR, 2006. 297p (Instituto do Milênio do Semi-arido; v.6), pag. 45.	2013-47-19	2014-27-30	15:55:12	Natural
VE0ZSA0AF	Voruscharina	(1R,3R,5S,7R,10S,12R,14R,15S,18R,19R,22R,23R)- 10,22-dihydroxy-7,18,19-trimethyl-19-(5-oxo-2,5- dihydrofuran-3-yl)-9-(1,3-thiazolidin-2-ylidene)- 4,6,11- trioxahexacyclo[12.11.0.0^{3,12}.0^{5,10}.0^{15,23}.0^{18,22}]pentacosane- 14-carbaldehyde	APOCYNACEAE	Asclepias curassavica L.	[H]O[C@@]12C([H])([H])C([H])([H])[C@](C([H])([H])[H])(C3=C([H])C(=O)OC3([H])[H])[C@@]1(C([H])([H])[H])C([H])([H])C([H])([H])[C@@]1([H])[C@@]2([H])C([H])([H])C([H])([H])[C@]2([H])C([H])([H])[C@@]3([H])O[C@]4([H])O[C@]([H])(C([H])([H])[H])C([H])([H])\C(=C5/SC([H])([H])C([H])([H])N5[H])[C@]4(O[H])O[C@]3([H])C([H])([H])[C@]12C(=O)[H]	9	3	Cardiotonic and anticancer.	Planta ruderal nativa dos Neotrópicos, mas distribuída no mundo todo.	Molecules\VE0ZSA0AF.mol	615789	C33H45NO8S	2384	LUCCHESE, Angélica Maria; VALE, Ademir Evangelista do et al.. Plantas da caatinga: perfil botânico, fotoquímica e atividade biológica.Recife: Associação das Plantas do Nordeste, IMSEAR, 2006. 297p (Instituto do Milênio do Semi-arido; v.6), pag. 52.	2013-47-19	2014-28-11	10:29:20	Natural
VE0ATA0SI	Guaianolideo	(3aR,4S,6R,6aR,9aR,9bR)-4,6-dihydroxy-6,9-dimethyl-3- methylidene-2H,3H,3aH,4H,5H,6H,6aH,7H,9aH,9bH- azuleno[4,5-b]furan-2-one 	ASTERACEAE	Ermanthus incanus (Less.) Less.  	[H]O[C@@]1([H])C([H])([H])[C@](O[H])(C([H])([H])[H])[C@]2([H])C([H])([H])C([H])=C(C([H])([H])[H])[C@]2([H])[C@@]2([H])OC(=O)C(=C([H])[H])[C@]12[H]	4	2	No Information.	Espécie com ampla distribuição nas regiões Central e Leste do Brasil, ocorrendo em áreas de cerrado, floresta secundária e caatinga.	Molecules\VE0ATA0SI.mol	264321	C15H20O4	803	LUCCHESE, Angélica Maria; VALE, Ademir Evangelista do et al.. Plantas da caatinga: perfil botânico, fotoquímica e atividade biológica.Recife: Associação das Plantas do Nordeste, IMSEAR, 2006. 297p (Instituto do Milênio do Semi-arido; v.6), pag. 81.	2013-47-19	2014-27-30	15:56:54	Natural
